ULMeanNL,AttOutExecInterXn,SuccOutInterXn,ArfcnUL,NbrPktDL,NbrPktLossDL,RSRQ,Label
-110,198,182,731889,501201,49284,-10,0
-94,207,155,731889,404392,87851,-12,2

-91,190,56,462620,543454,414533,-15,3
-91,130,29,177680,445903,326752,-15,3
-109,175,168,537423,238502,2486,-11,0
-107,194,180,504498,441839,2710,-11,0
-89,224,86,382160,539554,399395,-16,3
-89,223,62,621706,503230,276020,-15,3


-109,131,121,292560,247165,17047,-11,0
-108,160,149,169380,313965,10823,-11,0
-110,111,103,372820,89314,7860,-11,0
-107,169,161,502120,340981,778,-11,0
-108,171,160,355900,421327,25737,-11,0
-107,117,114,509802,256268,9801,-11,0

-106,166,160,473600,210553,10365,-12,0
-107,130,120,497980,308766,4349,-11,0
-111,155,154,648338,88655,7765,-10,0
-109,167,165,178040,355621,31017,-10,0
-89,153,52,285680,320956,220083,-17,3
-87,254,74,136420,81770,63972,-16,3

-100,188,139,634444,223275,48193,-10,2
-111,199,184,386240,161875,13961,-10,0
-109,152,147,639296,121812,7397,-11,0
-105,112,103,523074,225766,5852,-11,0
-105,139,133,464420,38407,2281,-12,0
-95,186,138,464420,215510,64096,-12,2


-108,127,115,285840,49652,209,-11,0
-109,192,191,172100,22669,1573,-10,0
-111,154,147,516450,38977,1186,-10,0
-88,161,60,404980,65187,43503,-16,3
-110,149,140,646242,19951,1566,-11,0
-109,181,176,511806,50778,4745,-11,0

-110,175,158,176740,99551,3012,-10,0
-108,128,119,508209,271460,994,-11,0
-108,148,141,534648,244302,18356,-11,0
-107,145,134,716908,242845,15220,-11,0
-107,171,162,640576,274722,22296,-11,0
-87,225,57,716908,29265,21973,-17,3

-109,184,177,528918,247151,10182,-11,0
-109,145,144,644756,66580,955,-11,0
-90,191,44,350600,121282,77358,-15,3
-106,191,179,149200,530296,52906,-11,0
-107,168,159,158820,86076,5432,-11,0
-110,160,145,528918,337064,22837,-9,0


-117,180,168,158920,53813,343,-8,0
-115,116,108,732658,163814,4454,-9,0
-112,196,183,340660,264367,23208,-9,0
-110,185,168,661676,275784,17113,-10,0
-111,187,169,382420,596341,4265,-10,0
-108,139,126,533436,227650,17904,-11,0

-87,228,42,631204,107360,73325,-17,3
-88,192,49,514240,76182,61563,-16,3
-86,138,63,176640,75473,48649,-16,3
-87,151,41,135240,449465,291197,-16,3
-109,103,97,380600,155471,11940,-10,0
-88,151,57,157840,18222,12264,-16,3

-108,156,142,382560,421442,31016,-11,0
-107,88,87,462960,51295,5061,-11,0
-107,126,122,537198,50890,2388,-12,0
-106,142,133,478460,72816,1993,-11,0
-109,103,102,289300,260929,10506,-11,0
-110,199,198,516420,278350,16355,-10,0


-107,158,154,461700,359935,8420,-12,0
-110,149,145,498800,74529,2054,-11,0
-113,157,155,176360,21928,207,-10,0
-111,114,114,524070,282756,8898,-10,0
-108,179,165,395620,228754,11401,-11,0
-108,150,138,535960,78906,1211,-11,0

-103,192,155,732355,280431,76341,-9,2
-109,201,181,375900,28042,1032,-11,0
-105,132,122,375900,153178,5051,-12,0
-105,181,174,393360,27870,1089,-12,0
-96,145,111,393520,458903,131633,-12,2
-95,132,83,393360,91188,14759,-12,2

-109,174,158,462340,278666,23989,-11,0
-105,162,155,660216,379543,24178,-11,0
-104,154,143,645302,42326,3850,-12,0
-106,171,164,633276,270745,24885,-12,0
-112,178,162,660216,75776,243,-10,0
-115,152,139,138080,109784,10813,-8,0


-105,124,115,171640,305444,15920,-12,0
-111,165,163,165460,282473,4585,-10,0
-111,135,127,652951,53670,4816,-10,0
-106,126,119,718732,83979,6993,-11,0
-108,235,232,621242,862134,84606,-11,0
-107,129,122,498260,381827,37383,-11,0

-100,175,136,527022,286216,108327,-9,1
-111,154,140,145660,20116,73,-11,0
-103,158,152,140620,49415,1534,-12,0
-106,166,154,166120,561413,23918,-12,0
-105,148,134,177040,47545,3108,-12,0
-95,147,104,140620,398129,103887,-12,1

-96,127,86,134480,376136,93221,-12,1
-94,121,81,176260,76313,25337,-12,1
-95,104,82,168880,27725,6776,-12,1
-99,158,128,285780,47164,11425,-11,1
-101,119,96,524430,132816,48547,-10,1
-97,117,95,703355,198104,36997,-11,1


-90,178,55,169720,525265,403993,-14,3
-112,211,208,505760,342986,25749,-10,0
-105,162,150,652803,439051,6707,-11,0
-89,192,43,653824,426295,312876,-15,3
-88,196,57,159480,188624,120952,-15,3
-86,241,82,164340,64931,43404,-18,3

-110,138,129,165600,443814,2766,-10,0
-107,105,101,383120,117779,7131,-11,0
-106,153,142,371520,178827,15531,-12,0
-112,123,113,292620,250451,12282,-11,0
-108,129,127,622762,20253,1349,-11,0
-104,121,110,622762,57339,5179,-12,0

-94,228,167,523560,343127,73492,-12,2
-94,190,138,523560,418763,99233,-12,2
-96,170,121,517020,447639,153879,-12,2
-94,215,148,517020,634973,156333,-12,2
-98,214,131,523560,296052,111080,-11,2
-110,176,171,297180,366386,20067,-10,0


-96,152,107,461280,232623,65642,-12,1
-97,110,85,496940,243447,76930,-12,1
-97,135,82,496940,270451,75492,-12,1
-97,137,89,380220,116038,34509,-11,1
-102,121,83,146440,136253,40207,-9,1
-106,172,129,729149,394481,132577,-8,1

-95,142,93,704525,78415,21731,-12,2
-95,188,135,710046,104678,25508,-12,2
-94,198,142,645938,98307,26877,-12,2
-105,182,166,644892,369128,36300,-12,0
-97,202,146,644892,192916,59916,-12,2
-95,200,157,645938,159804,44495,-12,2

-112,130,117,509440,277430,53,-10,0
-112,142,136,178140,265130,6814,-10,0
-97,169,114,403580,52829,21100,-11,1
-95,109,74,293480,56474,16650,-11,1
-107,123,111,381240,116512,419,-11,0
-106,133,131,461360,49836,361,-11,0


-87,160,56,165420,56345,39786,-17,3
-111,100,93,291280,170287,8630,-10,0
-89,222,99,666232,467181,376793,-16,3
-91,202,63,649783,135278,84895,-15,3
-112,159,156,158940,54115,982,-9,0
-89,176,46,393440,307312,207237,-15,3

-111,148,144,378800,23907,2072,-11,0
-111,98,96,181880,141008,1401,-10,0
-113,191,181,498300,149796,13644,-10,0
-103,151,106,163420,110552,26051,-9,1
-114,177,168,723210,99977,9470,-9,0
-110,101,98,536634,409095,31369,-11,0

-109,185,181,462480,444947,10022,-11,0
-112,151,137,647078,39528,3725,-9,0
-115,211,199,137040,267202,13814,-9,0
-111,180,167,404560,85878,8465,-11,0
-107,185,168,461580,55170,4030,-11,0
-88,161,39,646509,474401,340672,-16,3


-105,133,122,719226,133195,7767,-11,0
-97,110,78,641608,197612,45503,-11,1
-100,92,66,393380,150129,36213,-10,1
-102,83,58,165220,38867,9369,-9,1
-101,149,110,719226,248242,76091,-9,1
-98,99,58,521316,27809,8688,-11,1

-107,92,89,370660,65066,5831,-11,0
-106,191,181,528380,216799,16771,-11,0
-107,112,107,497740,223237,14336,-11,0
-109,101,97,644798,16517,179,-11,0
-110,137,124,398920,228175,16882,-11,0
-110,117,107,528380,182260,2313,-11,0

-110,126,125,168520,243732,9454,-10,0
-107,120,116,380280,107753,3524,-11,0
-94,174,95,396360,183858,60814,-12,1
-105,180,178,396360,532192,11057,-12,0
-96,190,144,380280,344288,106386,-11,1
-109,136,135,182540,43041,3630,-11,0


-92,217,63,662046,314574,240983,-12,3
-94,203,98,148560,55257,36131,-13,3
-87,189,68,641050,652716,589146,-15,3
-85,126,38,638118,193074,138731,-17,3
-85,221,75,498700,98466,67085,-17,3
-103,135,132,503500,243133,4376,-12,0

-106,141,131,533850,327076,21127,-12,0
-97,102,59,497620,76558,30999,-12,1
-100,117,85,500960,281403,84368,-11,1
-101,122,100,159120,234768,61998,-10,1
-112,131,130,471640,56473,364,-10,0
-112,159,153,159120,26706,204,-10,0

-95,98,60,348120,240634,71518,-12,1
-97,111,83,347040,57297,22757,-11,1
-100,162,103,642596,419036,151802,-10,1
-111,176,171,504240,26060,2398,-10,0
-101,118,85,176780,278738,73242,-9,1
-104,144,110,628060,269676,67221,-9,1


-88,153,46,381420,253465,205122,-16,3
-113,176,167,166440,19630,1876,-10,0
-114,181,168,631397,120975,1029,-9,0
-111,115,108,165580,101182,6017,-10,0
-85,202,66,141440,290363,201589,-17,3
-107,137,132,289560,23026,1960,-11,0

-98,165,114,169180,430436,117970,-10,2
-110,108,107,381920,224628,3858,-10,0
-110,143,129,158460,22785,2262,-11,0
-100,186,116,158460,166040,43805,-11,2
-114,175,161,515560,436777,35050,-9,0
-113,112,106,168940,324111,14507,-10,0

-101,110,78,636666,388005,142659,-10,1
-100,94,68,289900,80623,27393,-10,1
-110,169,162,159060,277721,23738,-11,0
-99,150,114,404440,219373,56125,-10,1
-98,130,86,142280,83930,19249,-11,1
-97,87,58,168700,341344,84241,-12,1


-97,149,92,293220,292855,88496,-12,2
-105,123,114,293220,79262,2018,-12,0
-106,159,157,286340,31470,1906,-12,0
-95,180,138,286340,199975,80351,-12,2
-96,171,102,293220,105031,26977,-12,2
-108,165,159,165280,42162,3098,-11,0

-95,108,72,137540,35283,10466,-12,1
-105,148,139,137540,86742,6994,-11,0
-107,194,179,378560,109204,10091,-11,0
-97,109,73,349040,25755,6298,-11,1
-109,140,127,526095,77540,1780,-10,0
-98,116,78,286000,208984,55699,-10,1

-108,110,105,356120,104635,8595,-11,0
-106,119,112,167100,40112,3712,-11,0
-106,197,179,168820,251846,8558,-12,0
-111,197,196,165840,28349,546,-11,0
-111,105,100,534720,207530,10831,-10,0
-107,131,121,403660,372388,4177,-11,0


-106,161,157,404600,55739,5033,-12,0
-105,171,165,341060,103058,7714,-12,0
-106,146,133,355220,137401,2890,-11,0
-88,244,57,536136,212011,172338,-16,3
-108,162,147,698536,351295,6174,-11,0
-106,128,115,646618,333810,4436,-12,0

-104,118,117,136940,222264,3316,-12,0
-95,162,129,136940,156123,36364,-12,2
-99,230,176,136940,75276,27581,-11,2
-111,151,151,461000,105307,8448,-10,0
-108,161,148,677086,39692,3450,-11,0
-96,129,88,660364,149839,36969,-12,2

-108,160,153,711569,466476,37405,-11,0
-108,142,141,515960,105116,10253,-11,0
-94,112,69,381840,68230,29256,-12,1
-99,128,81,378160,132471,45495,-11,1
-97,137,107,142100,247202,74120,-11,1
-105,120,119,163640,271384,26409,-12,0


-110,174,174,339380,102684,7860,-11,0
-108,170,166,176080,175539,424,-11,0
-109,128,122,158860,64513,1609,-11,0
-112,190,179,382460,424635,14057,-10,0
-114,211,201,143980,443270,32822,-9,0
-93,226,69,646894,507479,346461,-13,3

-95,75,56,389500,46133,20438,-12,1
-96,115,85,339920,236413,51956,-11,1
-109,145,136,498580,227063,14662,-11,0
-98,108,71,285400,339695,67699,-11,1
-98,130,95,404000,17606,6894,-11,1
-98,193,123,177920,187573,60804,-10,1

-109,209,200,506589,520106,31719,-11,0
-106,199,185,377320,419589,23382,-12,0
-97,201,145,370120,34748,11296,-11,2
-112,196,180,695680,500913,35016,-9,0
-115,167,161,168480,344865,32083,-9,0
-110,103,95,505260,250640,7236,-10,0


-113,126,118,287060,206834,4349,-9,0
-113,140,139,670190,133518,8698,-9,0
-110,156,151,349780,338364,11186,-10,0
-109,147,135,177260,247500,5143,-11,0
-109,170,163,378640,375452,13256,-11,0
-109,150,142,165580,44559,1323,-10,0

-106,212,209,294960,513984,7695,-11,0
-86,189,33,167000,109284,58762,-16,3
-86,195,39,354260,61894,50447,-17,3
-105,121,110,404300,15032,89,-12,0
-86,196,75,350960,26102,17089,-18,3
-107,162,159,389880,406088,13724,-12,0

-113,117,106,149100,15132,1097,-9,0
-109,153,144,526059,308239,14195,-11,0
-111,140,135,508140,474905,23490,-11,0
-99,175,97,143120,216173,56324,-11,1
-109,195,194,168700,475257,4171,-11,0
-110,162,156,390340,111100,9938,-10,0


-106,168,153,471960,445610,11066,-12,0
-110,190,179,519800,547061,11662,-11,0
-100,143,109,169420,38995,13356,-10,1
-99,137,101,342980,50243,14960,-10,1
-109,184,177,727498,349093,20877,-11,0
-96,157,117,727498,24898,5726,-12,1

-112,174,171,285400,478571,38922,-10,0
-111,155,144,623080,244695,9478,-10,0
-100,80,45,339240,52297,16758,-10,1
-110,193,192,166400,55846,814,-10,0
-109,200,192,467260,616077,46743,-11,0
-106,166,165,389000,245578,21006,-11,0

-96,93,74,380320,15465,6104,-11,1
-108,168,164,516594,71924,98,-11,0
-98,88,66,286220,275973,73329,-11,1
-110,194,185,339060,31492,1904,-11,0
-99,169,125,622986,199467,43041,-11,1
-98,129,101,512200,355254,124301,-11,1


-100,103,77,141560,15635,4913,-11,1
-99,127,93,349820,96067,37326,-11,1
-96,130,92,295840,121693,28690,-11,1
-108,191,180,519820,25505,2114,-11,0
-111,161,147,377260,68455,2469,-10,0
-112,162,161,716590,25121,2202,-10,0

-111,132,132,166460,22758,791,-10,0
-110,136,124,467420,77330,1809,-11,0
-109,139,134,353800,199998,16184,-11,0
-108,123,119,503586,17442,841,-11,0
-110,173,160,641267,362403,19726,-11,0
-112,184,168,376300,31816,885,-10,0

-97,183,152,497560,217429,59144,-11,2
-105,176,164,645124,460130,1011,-11,0
-94,245,153,650442,37469,14026,-12,2
-96,242,190,645124,655429,168392,-12,2
-108,169,158,516087,147748,6779,-11,0
-109,152,150,401860,311338,28798,-11,0


-112,146,137,473460,156986,14809,-10,0
-109,135,124,146860,76862,1414,-10,0
-110,208,207,396820,200977,1173,-11,0
-104,142,132,353860,520927,40773,-12,0
-96,213,168,370140,708445,235929,-11,2
-111,182,168,642584,126168,1343,-10,0

-105,103,78,721543,230657,74055,-8,1
-104,147,98,140340,231624,81975,-9,1
-111,195,193,529356,54982,3752,-10,0
-96,132,112,349820,247101,92771,-11,1
-98,122,87,380420,299972,91803,-11,1
-98,120,89,140340,193650,49730,-10,1

-109,178,173,636286,700855,32510,-10,0
-108,132,129,394800,146280,12487,-11,0
-98,79,59,402560,51465,14026,-11,1
-111,98,95,665386,256125,20126,-10,0
-96,109,75,285780,106877,26744,-11,1
-105,147,139,293540,362211,17739,-12,0


-92,171,51,626314,382964,209896,-13,3
-89,179,65,166320,26494,20369,-15,3
-87,166,52,288000,331779,244938,-17,3
-87,202,67,381700,439869,358980,-16,3
-92,221,59,166320,139710,102260,-14,3
-93,188,47,638424,151137,95770,-13,3

-110,120,119,638128,303571,1620,-10,0
-109,176,173,382980,49210,123,-11,0
-107,223,205,519120,131880,6687,-11,0
-105,144,130,510060,354508,30744,-12,0
-106,166,155,510060,330758,8154,-11,0
-109,213,202,287880,406833,40272,-10,0

-106,200,182,519240,207311,12441,-12,0
-108,146,135,531920,90857,6355,-12,0
-96,144,81,461080,337381,78153,-12,1
-107,134,132,477080,214393,2493,-11,0
-108,148,141,642851,83917,8054,-11,0
-107,165,163,519240,27284,469,-11,0


-104,91,63,695769,138397,44871,-8,1
-100,123,87,176780,379231,90327,-10,1
-109,152,144,286300,182312,2155,-11,0
-101,135,91,372700,301177,132015,-11,1
-112,170,160,141620,50263,2417,-10,0
-101,81,56,533670,78363,26445,-9,1

-86,161,38,341120,433332,337634,-18,3
-105,137,136,380400,553528,33765,-12,0
-84,192,54,380400,578273,363227,-17,3
-88,204,59,285520,622388,461810,-16,3
-110,154,148,634692,61612,4443,-11,0
-87,200,67,644082,58666,35524,-18,3

-95,178,110,637590,211688,74505,-12,2
-96,163,109,643856,456556,98503,-12,2
-94,181,103,622138,61418,18677,-12,2
-100,235,173,622138,405293,178904,-10,2
-114,143,135,168020,107838,1937,-9,0
-113,110,99,503940,118360,5438,-10,0


-102,173,121,496840,124667,51685,-10,2
-109,120,111,165040,19819,1879,-11,0
-94,227,163,165440,634845,253096,-12,2
-96,171,124,177540,55854,24164,-12,2
-98,215,165,177540,43828,9994,-11,2
-112,99,94,533370,118164,151,-9,0

-112,171,155,178060,113646,5779,-10,0
-112,162,161,505800,243408,17156,-10,0
-88,192,80,164980,25995,19732,-16,3
-108,179,170,169980,474459,17320,-11,0
-110,192,180,502340,650065,21660,-10,0
-110,164,156,719476,398151,15664,-10,0

-87,174,73,355440,77046,48354,-16,3
-91,169,73,166900,424683,262193,-14,3
-113,147,145,696301,108736,5046,-9,0
-108,115,104,502518,139938,10729,-11,0
-108,204,186,373180,27292,1625,-11,0
-88,189,62,639820,492251,393101,-15,3


-92,187,68,168620,421938,312802,-13,3
-93,136,41,631806,36692,25793,-13,3
-92,198,77,149020,100723,75051,-13,3
-114,149,145,650505,313320,2308,-9,0
-91,179,60,343880,518164,429805,-15,3
-86,221,68,176200,551691,412784,-16,3

-114,101,98,147260,101003,3875,-9,0
-110,110,101,498360,247036,24030,-10,0
-108,188,172,393940,94494,6846,-11,0
-108,139,133,176420,369279,22838,-11,0
-109,157,142,375340,123231,316,-11,0
-107,138,125,377760,51630,473,-12,0

-85,161,60,403620,233839,152047,-18,3
-85,122,30,393660,85389,50264,-17,3
-85,165,63,519820,85388,60356,-17,3
-108,180,165,529170,413932,24556,-11,0
-110,209,195,140960,25359,2329,-11,0
-87,192,72,165840,160216,120037,-18,3


-106,174,169,710502,108132,9838,-12,0
-100,128,86,648107,253522,33149,-10,1
-101,103,69,172220,289284,62882,-10,1
-107,136,128,382700,238863,3710,-10,0
-109,144,135,163900,44018,793,-11,0
-103,157,156,138300,70754,2739,-12,0

-108,152,147,159580,56290,510,-10,0
-110,117,108,378240,367485,6408,-10,0
-100,95,74,700018,11529,2626,-10,1
-109,144,131,466140,422297,23039,-10,0
-100,94,62,182580,161630,53853,-10,1
-98,145,92,339300,300107,104960,-11,1

-107,156,141,397760,221936,5451,-11,0
-105,147,136,285680,538538,13220,-12,0
-107,136,131,285680,248110,11812,-12,0
-112,160,145,167140,398354,21,-11,0
-108,197,182,384520,293357,21832,-11,0
-107,172,168,530660,26802,73,-11,0


-96,207,135,380940,191465,71168,-12,2
-107,149,146,339580,197640,14044,-11,0
-107,157,156,514780,136196,9447,-11,0
-110,97,97,532760,267786,17767,-11,0
-110,195,181,142700,430373,8183,-9,0
-113,93,91,537978,72954,3777,-9,0

-95,131,107,513780,18242,3251,-12,2
-96,153,97,513780,128806,41037,-12,2
-94,202,144,512040,500215,198164,-12,2
-94,151,98,513780,333444,111989,-12,2
-96,159,106,512040,345740,110534,-12,2
-95,228,158,512040,148247,36561,-12,2

-108,144,138,176240,106011,3625,-10,0
-108,194,180,389980,233714,3383,-11,0
-107,126,117,518960,277444,7457,-11,0
-108,166,166,462020,135995,9767,-11,0
-109,104,100,167840,321720,2480,-11,0
-107,184,171,135060,81020,184,-12,0


-116,210,192,638849,226921,6733,-9,0
-111,145,131,177920,502856,32257,-10,0
-102,89,63,164420,13508,5823,-10,1
-103,103,75,732868,255689,54926,-9,1
-100,146,101,403700,24529,5985,-10,1
-97,128,91,536265,118050,37588,-11,1

-87,179,61,289480,564671,389719,-17,3
-90,231,56,159080,223423,158071,-15,3
-94,207,82,632378,574121,375335,-13,3
-92,170,68,178100,68791,46748,-13,3
-91,157,44,709622,45491,31917,-15,3
-85,200,61,645493,140889,87340,-17,3

-112,129,123,636904,111961,3811,-10,0
-111,170,162,372280,437607,37372,-10,0
-110,149,136,136860,67841,6634,-10,0
-108,90,89,379060,147784,3223,-11,0
-109,160,149,513140,78747,3018,-11,0
-105,132,128,500298,264685,16640,-12,0


-86,142,44,696416,469033,305385,-17,3
-109,132,121,641653,280213,15413,-10,0
-93,200,44,168880,500206,340550,-13,3
-114,166,161,669596,74540,6173,-9,0
-87,169,49,394100,163217,107228,-17,3
-106,147,141,394100,76825,6921,-12,0

-96,238,196,287600,33831,11728,-11,2
-108,147,147,176600,43634,2554,-11,0
-107,123,112,373660,42094,224,-11,0
-95,141,89,376180,285763,108560,-12,2
-95,155,129,376180,392473,95870,-12,2
-95,241,152,395240,212588,61480,-12,2

-106,193,174,523800,332415,24874,-12,0
-86,178,52,462820,472326,332484,-17,3
-87,203,52,378580,327353,227070,-17,3
-88,201,57,506790,674758,452836,-17,3
-88,216,36,643384,113156,98886,-17,3
-88,145,47,530196,277921,157092,-17,3


-115,152,150,176760,41753,201,-8,0
-116,169,156,730012,147112,11724,-9,0
-108,166,160,383900,374363,23062,-10,0
-108,129,121,508884,119123,3642,-11,0
-110,177,171,350560,148140,688,-10,0
-113,200,197,730012,166404,7948,-9,0

-113,163,158,532880,97045,8271,-9,0
-110,142,141,168800,257468,25586,-11,0
-105,114,105,169420,254743,15739,-12,0
-107,101,92,169420,85528,2258,-11,0
-109,176,164,392100,488691,9772,-11,0
-105,169,161,350000,147701,7502,-12,0

-101,108,78,515868,42124,15899,-9,1
-101,132,79,166400,38742,11257,-10,1
-98,132,96,403580,82665,27329,-11,1
-107,171,163,343760,437200,37379,-11,0
-110,119,107,163440,296596,15730,-10,0
-102,113,75,515118,214433,79182,-9,1


-102,163,127,469260,164646,44331,-10,1
-97,163,119,167640,360212,127340,-11,1
-109,116,110,182220,139559,12113,-11,0
-99,127,92,535977,360377,147124,-10,1
-108,137,127,634558,120280,9440,-11,0
-97,133,80,535977,92254,34446,-11,1

-105,181,169,168620,112482,8397,-12,0
-100,272,201,165200,580120,172150,-11,2
-110,93,89,508640,37492,3224,-10,0
-106,130,127,640866,275884,1386,-12,0
-95,218,147,638712,62638,25240,-12,2
-97,169,120,638712,275739,85160,-12,2

-99,185,127,285820,481536,194313,-11,1
-98,144,108,167220,83095,31389,-11,1
-98,142,90,392740,140778,31218,-10,1
-100,79,70,624103,107408,27547,-10,1
-110,204,189,392740,379916,26138,-10,0
-100,142,84,630761,52761,15226,-10,1


-112,192,187,299100,385942,3837,-10,0
-113,163,163,643715,488703,1581,-10,0
-108,140,132,341560,453586,15634,-11,0
-106,161,159,388700,52815,371,-11,0
-111,211,210,166340,152263,13626,-10,0
-92,206,59,516942,306763,204188,-14,3

-107,150,144,510320,466202,14371,-11,0
-106,198,190,659089,530262,42821,-11,0
-106,185,173,636818,246511,14692,-12,0
-106,133,122,659089,22209,1288,-11,0
-87,186,72,510320,185500,136584,-17,3
-106,196,185,623332,132428,3285,-11,0

-112,114,103,355560,35340,1869,-9,0
-102,96,74,731678,274352,123412,-9,1
-109,129,126,384240,228018,337,-10,0
-99,163,106,180940,531083,163368,-10,1
-96,133,89,395520,349858,99345,-11,1
-106,143,141,463560,489694,34956,-12,0


-104,105,61,181560,306731,109943,-8,1
-104,119,83,698661,314829,103755,-8,1
-104,81,48,176360,160041,29618,-9,1
-104,66,49,621478,146386,55857,-9,1
-99,129,90,167060,51354,12353,-10,1
-95,154,133,158220,133024,26369,-12,1

-113,144,143,525520,184568,12357,-9,0
-113,115,113,176780,35717,384,-9,0
-106,111,83,722618,96776,27910,-9,1
-111,163,147,340380,298772,24360,-10,0
-101,107,78,525520,237965,74263,-10,1
-113,142,139,163460,182256,14359,-9,0

-114,120,117,462560,103173,5104,-10,0
-87,216,66,158460,68680,51553,-16,3
-108,177,173,164240,386071,2630,-11,0
-112,163,156,351280,208682,9734,-10,0
-109,138,124,719896,18949,1186,-10,0
-105,197,187,637106,49478,711,-11,0


-101,148,88,177960,232220,60232,-10,1
-100,126,92,511340,113166,22614,-10,1
-109,137,129,721256,287665,12773,-10,0
-100,129,80,389000,268062,73908,-10,1
-99,130,106,286120,21527,8774,-10,1
-111,171,168,639008,535500,11295,-9,0

-118,137,134,673913,64446,5946,-8,0
-104,168,116,144620,358680,85757,-9,1
-111,175,161,508060,292016,27398,-10,0
-110,136,130,705625,229252,6941,-10,0
-111,141,135,373420,404726,14452,-10,0
-102,139,105,673913,247637,56780,-10,1

-105,134,126,675982,56956,1268,-12,0
-113,133,131,730607,72028,4441,-10,0
-112,169,162,170800,369666,3085,-9,0
-109,182,178,379160,320407,3564,-11,0
-111,125,116,178020,35882,3271,-10,0
-110,148,142,510900,377898,15410,-10,0


-95,151,114,508920,27149,4934,-12,1
-105,90,87,511920,24863,1605,-12,0
-98,172,113,624968,72435,27692,-11,1
-100,113,80,661884,168285,35920,-11,1
-100,149,101,355480,304106,79126,-10,1
-98,143,88,503265,518344,192012,-11,1

-107,111,80,141320,19360,6511,-8,1
-105,66,51,728316,132958,32768,-8,1
-104,78,56,178180,33306,11056,-8,1
-105,130,101,641306,329445,100685,-9,1
-100,137,88,177340,25671,6745,-10,1
-107,141,133,132840,196271,10866,-12,0

-99,94,79,167860,70118,23014,-10,1
-108,160,153,380780,24446,1686,-11,0
-98,101,76,285960,156749,52887,-11,1
-97,93,65,531612,232631,85248,-11,1
-111,117,106,646860,162914,15683,-11,0
-111,156,144,380780,100194,2537,-10,0


-84,229,39,389800,30583,22341,-18,3
-87,135,55,393840,61018,50566,-17,3
-108,115,111,285780,137798,1974,-11,0
-106,150,142,140100,525247,36596,-11,0
-108,127,124,166000,346382,22663,-11,0
-92,254,85,465740,74081,56518,-15,3

-105,201,193,178680,151281,2348,-12,0
-97,76,58,144520,59644,22044,-11,1
-110,116,107,390260,96351,2077,-10,0
-97,90,69,165820,81331,26927,-11,1
-104,162,154,144520,356275,6810,-12,0
-95,80,61,142460,53534,19454,-12,1

-112,146,144,702636,19747,1781,-9,0
-112,162,152,340020,613254,27205,-10,0
-109,145,137,637184,448991,2410,-10,0
-106,145,142,374720,84294,2226,-11,0
-106,153,142,378860,76162,6229,-11,0
-109,202,198,176920,96182,9106,-11,0


-113,160,152,172380,102014,9551,-10,0
-108,162,155,506760,99830,415,-10,0
-105,129,129,383780,112813,4304,-12,0
-105,157,156,395160,326686,1305,-11,0
-112,134,134,642215,162926,4045,-9,0
-116,146,137,164800,238708,6645,-9,0

-115,198,194,634890,593103,16460,-9,0
-102,90,62,163980,87256,25042,-9,1
-111,161,154,502746,162320,8052,-10,0
-103,136,80,177220,242777,71220,-9,1
-102,80,61,634890,74977,26363,-9,1
-113,165,157,288960,472774,23956,-10,0

-88,171,45,517014,214122,138419,-17,3
-109,126,116,649338,81751,4351,-10,0
-112,145,134,347020,452989,28308,-10,0
-109,179,162,136920,126529,5823,-10,0
-88,185,53,374220,365073,247142,-17,3
-104,132,131,403740,349455,5492,-12,0


-108,132,120,521300,173554,3342,-11,0
-111,135,126,373480,41874,683,-11,0
-114,191,175,632012,358328,5795,-9,0
-114,149,138,145080,402429,32715,-9,0
-108,173,166,461380,367956,19300,-11,0
-95,195,139,464260,402562,121269,-12,2

-94,217,162,646278,357344,109303,-12,2
-95,253,158,664772,764936,202791,-12,2
-95,231,152,698056,538355,164291,-12,2
-98,255,173,727294,193879,72343,-11,2
-109,161,159,403900,325821,10667,-11,0
-94,219,171,403900,561287,246979,-12,2

-95,172,132,141900,456334,105929,-12,2
-96,179,118,165060,311411,105139,-12,2
-104,172,166,141120,372929,15461,-12,0
-108,152,139,176480,339859,14665,-11,0
-106,138,125,497800,152653,1436,-11,0
-95,168,118,497800,131509,49005,-12,2


-108,136,125,526752,315493,13688,-11,0
-105,138,138,344220,40560,177,-11,0
-106,119,107,341000,73902,348,-11,0
-108,129,127,167200,42691,627,-10,0
-111,214,210,461980,369818,218,-11,0
-96,103,69,341000,16883,3959,-11,1

-106,177,176,288120,197038,6724,-12,0
-106,189,189,344180,202212,1517,-11,0
-109,201,199,636890,384359,25467,-11,0
-107,191,185,633794,150796,7232,-11,0
-107,192,176,461860,538519,27439,-11,0
-110,189,188,288420,478023,40609,-11,0

-104,172,160,135980,130000,6506,-12,0
-96,210,150,135980,324640,109290,-12,2
-106,162,156,182460,94582,6276,-11,0
-97,136,97,286000,410738,119787,-11,2
-98,207,153,178240,22074,8611,-10,2
-113,100,90,532536,161229,5597,-9,0


-100,150,91,339020,344484,112467,-10,1
-104,88,50,642584,209315,74661,-9,1
